"accession","biosample_acc","length","genome_region","host","country","isolation","collection_date","release_date","name"
"ASV62151","","326","vp40","Homo sapiens","Sierra Leone","blood","2015/04/11","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC14_Patient10_Day2, complete genome"
"ASV62152","","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2015/04/11","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC14_Patient10_Day2, complete genome"
"ASV62153","","364","GP-Small","Homo sapiens","Sierra Leone","blood","2015/04/11","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC14_Patient10_Day2, complete genome"
"ASV62154","","297","GP-Second","Homo sapiens","Sierra Leone","blood","2015/04/11","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC14_Patient10_Day2, complete genome"
"ASV62155","","288","vp30","Homo sapiens","Sierra Leone","blood","2015/04/11","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC14_Patient10_Day2, complete genome"
"ASV62156","","251","vp24","Homo sapiens","Sierra Leone","blood","2015/04/11","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC14_Patient10_Day2, complete genome"
"ASV62157","","2212","L","Homo sapiens","Sierra Leone","blood","2015/04/11","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC14_Patient10_Day2, complete genome"
"ASV62191","","739","NP","Homo sapiens","Sierra Leone","blood","2015/05/20","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC15_Patient11_Day5, complete genome"
"ASV62192","","340","vp35","Homo sapiens","Sierra Leone","blood","2015/05/20","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC15_Patient11_Day5, complete genome"
"ASV62193","","326","vp40","Homo sapiens","Sierra Leone","blood","2015/05/20","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC15_Patient11_Day5, complete genome"
"ASV62194","","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2015/05/20","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC15_Patient11_Day5, complete genome"
"ASV62195","","364","GP-Small","Homo sapiens","Sierra Leone","blood","2015/05/20","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC15_Patient11_Day5, complete genome"
"ASV62196","","297","GP-Second","Homo sapiens","Sierra Leone","blood","2015/05/20","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC15_Patient11_Day5, complete genome"
"ASV62197","","288","vp30","Homo sapiens","Sierra Leone","blood","2015/05/20","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC15_Patient11_Day5, complete genome"
"ASV62198","","251","vp24","Homo sapiens","Sierra Leone","blood","2015/05/20","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC15_Patient11_Day5, complete genome"
"ASV62199","","2212","L","Homo sapiens","Sierra Leone","blood","2015/05/20","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC15_Patient11_Day5, complete genome"
"ASV62200","","739","NP","Homo sapiens","Sierra Leone","blood","2015/05/22","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC16_Patient11_Day7, partial genome"
"ASV62201","","340","vp35","Homo sapiens","Sierra Leone","blood","2015/05/22","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC16_Patient11_Day7, partial genome"
"ASV62202","","326","vp40","Homo sapiens","Sierra Leone","blood","2015/05/22","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC16_Patient11_Day7, partial genome"
"ASV62203","","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2015/05/22","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC16_Patient11_Day7, partial genome"
"ASV62204","","364","GP-Small","Homo sapiens","Sierra Leone","blood","2015/05/22","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC16_Patient11_Day7, partial genome"
"ASV62205","","297","GP-Second","Homo sapiens","Sierra Leone","blood","2015/05/22","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC16_Patient11_Day7, partial genome"
"ASV62206","","288","vp30","Homo sapiens","Sierra Leone","blood","2015/05/22","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC16_Patient11_Day7, partial genome"
"ASV62207","","251","vp24","Homo sapiens","Sierra Leone","blood","2015/05/22","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC16_Patient11_Day7, partial genome"
"ASV62208","","2212","L","Homo sapiens","Sierra Leone","blood","2015/05/22","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC16_Patient11_Day7, partial genome"
"ASV62209","","739","NP","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC17_Patient12_Day3, complete genome"
"ASV62210","","340","vp35","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC17_Patient12_Day3, complete genome"
"ASV62211","","326","vp40","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC17_Patient12_Day3, complete genome"
"ASV62212","","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC17_Patient12_Day3, complete genome"
"ASV62213","","364","GP-Small","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC17_Patient12_Day3, complete genome"
"ASV62214","","297","GP-Second","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC17_Patient12_Day3, complete genome"
"ASV62215","","288","vp30","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC17_Patient12_Day3, complete genome"
"ASV62216","","251","vp24","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC17_Patient12_Day3, complete genome"
"ASV62217","","2212","L","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC17_Patient12_Day3, complete genome"
"ASV62218","","739","NP","Homo sapiens","Sierra Leone","blood","2015/05/30","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC18_Patient12_Day7, complete genome"
"ASV62219","","340","vp35","Homo sapiens","Sierra Leone","blood","2015/05/30","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC18_Patient12_Day7, complete genome"
"ASV62220","","326","vp40","Homo sapiens","Sierra Leone","blood","2015/05/30","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC18_Patient12_Day7, complete genome"
"ASV62221","","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2015/05/30","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC18_Patient12_Day7, complete genome"
"ASV62222","","364","GP-Small","Homo sapiens","Sierra Leone","blood","2015/05/30","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC18_Patient12_Day7, complete genome"
"ASV62223","","297","GP-Second","Homo sapiens","Sierra Leone","blood","2015/05/30","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC18_Patient12_Day7, complete genome"
"ASV62224","","288","vp30","Homo sapiens","Sierra Leone","blood","2015/05/30","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC18_Patient12_Day7, complete genome"
"ASV62225","","251","vp24","Homo sapiens","Sierra Leone","blood","2015/05/30","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC18_Patient12_Day7, complete genome"
"ASV62226","","2212","L","Homo sapiens","Sierra Leone","blood","2015/05/30","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC18_Patient12_Day7, complete genome"
"ASV62227","","739","NP","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC19, complete genome"
"ASV62228","","340","vp35","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC19, complete genome"
"ASV62229","","326","vp40","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC19, complete genome"
"ASV62230","","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC19, complete genome"
"ASV62231","","364","GP-Small","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC19, complete genome"
"ASV62232","","297","GP-Second","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC19, complete genome"
"ASV62233","","288","vp30","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC19, complete genome"
"ASV62234","","251","vp24","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC19, complete genome"
"ASV62235","","2212","L","Homo sapiens","Sierra Leone","blood","2015/05/26","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC19, complete genome"
"ASV62158","","739","NP","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC1_Patient1_Day3, complete genome"
"ASV62159","","340","vp35","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC1_Patient1_Day3, complete genome"
"ASV62160","","326","vp40","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC1_Patient1_Day3, complete genome"
"ASV62161","","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC1_Patient1_Day3, complete genome"
"ASV62162","","364","GP-Small","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC1_Patient1_Day3, complete genome"
"ASV62163","","297","GP-Second","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC1_Patient1_Day3, complete genome"
"ASV62164","","288","vp30","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC1_Patient1_Day3, complete genome"
"ASV62165","","251","vp24","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC1_Patient1_Day3, complete genome"
"ASV62166","","2212","L","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC1_Patient1_Day3, complete genome"
"ASV62167","","739","NP","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC2_Patient2_Day3, complete genome"
"ASV62168","","340","vp35","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC2_Patient2_Day3, complete genome"
"ASV62169","","326","vp40","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC2_Patient2_Day3, complete genome"
"ASV62170","","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC2_Patient2_Day3, complete genome"
"ASV62171","","364","GP-Small","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC2_Patient2_Day3, complete genome"
"ASV62172","","297","GP-Second","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC2_Patient2_Day3, complete genome"
"ASV62173","","288","vp30","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC2_Patient2_Day3, complete genome"
"ASV62174","","251","vp24","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC2_Patient2_Day3, complete genome"
"ASV62175","","2212","L","Homo sapiens","Sierra Leone","blood","2015/04/21","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC2_Patient2_Day3, complete genome"
"ASV62131","","739","NP","Homo sapiens","Sierra Leone","blood","2015/03/25","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC3_Patient3_Day2, complete genome"
"ASV62132","","340","vp35","Homo sapiens","Sierra Leone","blood","2015/03/25","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC3_Patient3_Day2, complete genome"
"ASV62133","","326","vp40","Homo sapiens","Sierra Leone","blood","2015/03/25","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC3_Patient3_Day2, complete genome"
"ASV62134","","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2015/03/25","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC3_Patient3_Day2, complete genome"
"ASV62135","","364","GP-Small","Homo sapiens","Sierra Leone","blood","2015/03/25","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC3_Patient3_Day2, complete genome"
"ASV62136","","297","GP-Second","Homo sapiens","Sierra Leone","blood","2015/03/25","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC3_Patient3_Day2, complete genome"
"ASV62137","","288","vp30","Homo sapiens","Sierra Leone","blood","2015/03/25","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC3_Patient3_Day2, complete genome"
"ASV62138","","251","vp24","Homo sapiens","Sierra Leone","blood","2015/03/25","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC3_Patient3_Day2, complete genome"
"ASV62139","","2212","L","Homo sapiens","Sierra Leone","blood","2015/03/25","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC3_Patient3_Day2, complete genome"
"ASV62113","","739","NP","Homo sapiens","Sierra Leone","blood","2015/05/02","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC4_Patient_4_Day7, complete genome"
"ASV62114","","340","vp35","Homo sapiens","Sierra Leone","blood","2015/05/02","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC4_Patient_4_Day7, complete genome"
"ASV62115","","326","vp40","Homo sapiens","Sierra Leone","blood","2015/05/02","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC4_Patient_4_Day7, complete genome"
"ASV62116","","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2015/05/02","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC4_Patient_4_Day7, complete genome"
"ASV62117","","364","GP-Small","Homo sapiens","Sierra Leone","blood","2015/05/02","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC4_Patient_4_Day7, complete genome"
"ASV62118","","297","GP-Second","Homo sapiens","Sierra Leone","blood","2015/05/02","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC4_Patient_4_Day7, complete genome"
"ASV62119","","288","vp30","Homo sapiens","Sierra Leone","blood","2015/05/02","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC4_Patient_4_Day7, complete genome"
"ASV62120","","251","vp24","Homo sapiens","Sierra Leone","blood","2015/05/02","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC4_Patient_4_Day7, complete genome"
"ASV62121","","2212","L","Homo sapiens","Sierra Leone","blood","2015/05/02","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC4_Patient_4_Day7, complete genome"
"ASV62104","","739","NP","Homo sapiens","Sierra Leone","blood","2015/05/04","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC5_Patient_4_Day9, complete genome"
"ASV62105","","340","vp35","Homo sapiens","Sierra Leone","blood","2015/05/04","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC5_Patient_4_Day9, complete genome"
"ASV62106","","326","vp40","Homo sapiens","Sierra Leone","blood","2015/05/04","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC5_Patient_4_Day9, complete genome"
"ASV62107","","676","GP-Spike","Homo sapiens","Sierra Leone","blood","2015/05/04","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC5_Patient_4_Day9, complete genome"
"ASV62108","","364","GP-Small","Homo sapiens","Sierra Leone","blood","2015/05/04","2018/01/01","Zaire ebolavirus isolate Ebola virus/H.sapiens-wt/CCDC/2015/sierra leone/IVDC5_Patient_4_Day9, complete genome"
